course_id,text,filtered_text,count,text_vi
C_682754,希望学完本课程后在生活工作中可以较为正确地应用色彩让生活变得更美好,希望学完本课程生活工作较为正确应用色彩生活变得美好,1.0,"Tôi hy vọng rằng sau khi hoàn thành khóa học này, tôi có thể áp dụng màu sắc một cách chính xác hơn vào cuộc sống và công việc để cuộc sống của mình tốt đẹp hơn."
C_682754,因为黑色看起来会更有重量一点所以可以更加增加安全心理的重量,黑色看起来重量一点更加增加安全心理重量,1.0,Vì màu đen trông nặng nề hơn nên nó có thể làm tăng sức nặng tâm lý về sự an toàn.
C_682754,希望拓宽自己知识面学以致用能为生活增添色彩,希望拓宽知识面学以致用能为生活增添色彩,1.0,Tôi hy vọng có thể mở rộng kiến ​​thức và áp dụng những gì đã học để thêm màu sắc cho cuộc sống của mình.
C_682754,光的三原色红蓝绿不断相交变成白色而印刷三原色洋红青蓝柠檬黄全部叠加变成黑色,三原色红蓝绿不断相交变成白色印刷三原色洋红青蓝柠檬黄叠加变成黑色,1.0,"Ba màu cơ bản là ánh sáng, đỏ, xanh lam và xanh lục liên tục giao nhau để trở thành màu trắng, trong khi ba màu cơ bản của in ấn là đỏ tươi, lục lam, xanh lam, chanh và vàng đều được xếp chồng lên nhau để trở thành màu đen."
C_682754,更喜欢暖色因为暖色让人感到温暖舒适心情会更好,喜欢暖色暖色感到温暖舒适心情更好,1.0,"Tôi thích màu ấm vì màu ấm khiến mọi người cảm thấy ấm áp, thoải mái và tâm trạng tốt hơn"
C_682754,感性色彩来源于自然也包括人为建造之物的色彩和人文活动中的色彩理性色彩是根据人的计划计算量化的色彩,感性色彩来源于自然包括人为建造之物色彩人文活动色彩理性色彩计划计算量化色彩,1.0,Màu sắc cảm nhận đến từ thiên nhiên và bao gồm màu sắc của các vật thể nhân tạo và màu sắc trong các hoạt động nhân văn. Màu sắc hợp lý là màu sắc được tính toán và định lượng dựa trên kế hoạch của con người.
C_682754,光的色彩叠加属于加色混合印刷颜料属于减色混合,色彩叠加属于加色混合印刷颜料属于减色混合,1.0,Sự chồng chất màu của ánh sáng thuộc về pha trộn màu phụ gia và các sắc tố in thuộc về pha trộn màu trừ.
C_682754,天然的和人工专业计算好的,天然人工专业计算,1.0,Tự nhiên và tính toán nhân tạo
C_682754,这个课件做的很好很明了,课件很明,1.0,Chương trình học này được thực hiện rất tốt và rõ ràng.
C_682754,卧室还是喜欢婴儿蓝的色调可以让人安静其他的空间可以暖色不过不要太暖,卧室喜欢婴儿蓝色调安静空间暖色不要太暖,1.0,"Tôi vẫn thích tông màu xanh nhạt trong phòng ngủ, có thể khiến mọi người cảm thấy yên bình. Những không gian khác có thể sử dụng tông màu ấm nhưng không quá ấm."
C_682754,喜欢这节课,喜欢这节课,1.0,Thích lớp này
C_682754,老师这节课讲的太精彩啦真是听的很感动希望我每天可以好好练习对城市色彩规划的科学方法学以致用希望可以学习到城市规划色彩的更多知识请问老师还有更进一步的城市色彩课程吗,老师这节课讲太精彩真是听感动希望每天好好练习城市色彩规划科学方法学以致用希望学习城市规划色彩知识请问老师更进一步城市色彩课程,1.0,"Bài giảng của thầy rất thú vị, em rất cảm động, em mong có thể thực hành phương pháp quy hoạch màu sắc đô thị hàng ngày và áp dụng được. Em mong thầy có thể tìm hiểu thêm về màu sắc quy hoạch đô thị. bất kỳ thông tin thêm về màu sắc đô thị?"
C_682754,喜欢冷色系它给予我冷静餐厅采用暖色系使人感到温馨和睦是家的感觉使人放松增长食欲,喜欢冷色系给予冷静餐厅采用暖色系使感到温馨和睦家感觉使人放松增长食欲,3.0,"Mình thích những màu sắc mát mẻ, nó khiến mình bình tĩnh. Nhà hàng sử dụng những gam màu ấm áp tạo cho mọi người cảm giác ấm áp, hài hòa như ở nhà, giúp mọi người thư giãn và tăng cảm giác thèm ăn."
C_682754,喜欢暖色温暖的感觉餐厅用暖色是为了带给人温馨的家的感觉增进食欲,喜欢暖色温暖感觉餐厅暖色带给温馨家感觉增进食欲,2.0,Tôi thích những màu sắc ấm áp và cảm giác ấm áp. Màu sắc ấm áp được sử dụng trong các nhà hàng để mang đến cho mọi người cảm giác ấm áp như ở nhà và tăng cảm giác thèm ăn.
C_682754,期望对于生活中建筑设计摄影调色等运用色彩的方面有科学系统的了解并能理解和谐的色彩组合是如何产生的,期望生活建筑设计摄影调色运用色彩方面科学系统了解理解和谐色彩组合产生,1.0,"Tôi hy vọng có được sự hiểu biết khoa học và có hệ thống về việc sử dụng màu sắc trong cuộc sống, chẳng hạn như thiết kế kiến ​​trúc, nhiếp ảnh và phân loại màu sắc, đồng thời hiểu cách tạo ra sự kết hợp màu sắc hài hòa."
C_682754,打卡,打卡,1.0,Đăng ký vào
C_682754,我期望提升色彩方面的知识老师讲的非常好我的收获很大谢谢老师,期望提升色彩方面知识老师讲非常收获很大谢谢老师,1.0,Em mong được nâng cao kiến ​​thức về màu sắc Thầy dạy em rất hay. Em cảm ơn thầy rất nhiều.
C_682754,学习色彩的感知以及运用于工业产品的色彩设计,学习色彩感知运用工业产品色彩设计,1.0,Tìm hiểu nhận biết màu sắc và thiết kế màu sắc áp dụng cho sản phẩm công nghiệp
C_682754,色相是色彩的相貌有自己的专属名字明度是色彩的明暗程度不同色相也许明度不同相同色相也可以有不同的明度明度是一个调节剂同样彩度也可以是相同的色相彩度不同不同的色相彩度相同相对而言色相好像是主体明度和彩度是两个调节剂,色相色彩相貌专属名字明度色彩明暗程度不同色相也许明度不同相同色相不同明度明度调节剂同样彩度相同色相彩度不同不同色相彩度相同色相好像主体明度彩度两个调节剂,1.0,"Màu sắc là sự xuất hiện của một màu và có tên riêng. Giá trị là độ sáng hoặc độ tối của một màu. Các màu khác nhau có thể có độ sáng khác nhau. Độ sáng cũng có thể khác nhau. cùng một màu sắc là màu sắc khác nhau và cường độ là như nhau. Nói một cách tương đối, màu sắc dường như là phần chính."
C_682754,我希望可以通过这门课提升自己对色彩的认知和感悟并运用到生活上让自己的生活更加精彩和舒适谢谢老师,希望这门课提升色彩认知感悟运用生活生活更加精彩舒适谢谢老师,1.0,"Em mong rằng qua khóa học này em có thể nâng cao kiến ​​thức, hiểu biết về màu sắc và áp dụng nó vào cuộc sống để cuộc sống của em trở nên thú vị và thoải mái hơn. Cảm ơn thầy."
C_682754,光色彩相交白色印刷色彩堆积黑色,色彩相交白色印刷色彩堆积黑色,1.0,Màu sáng giao nhau màu trắng in chồng màu đen
C_682754,感性色彩是对自然界色彩的直观感受理性色彩是在对自然界色彩有所感受的基础上经过归纳整理和人工计算运用和控制的规则与符号前者伴有人的其他感觉后者唤起人的知觉,感性色彩自然界色彩直观感受理性色彩自然界色彩有所感受基础归纳整理人工计算运用控制规则符号伴有感觉唤起知觉,1.0,"Màu sắc cảm nhận là cảm giác trực quan về màu sắc của tự nhiên. Màu sắc hợp lý là các quy tắc và biểu tượng được tóm tắt, sắp xếp và tính toán, áp dụng và kiểm soát một cách nhân tạo dựa trên cảm giác về màu sắc của thiên nhiên. khơi dậy nhận thức của con người."
C_682754,希望能够提高对色彩的运用能力,希望能够提高色彩运用能力,1.0,Tôi hy vọng sẽ cải thiện được khả năng sử dụng màu sắc của mình
C_682754,光色彩三原色为红绿蓝rgb为加光模式越叠加色彩越亮色值范围为0255印刷色彩三原色为黄品红青cmy为减色模式越叠加色彩越黑色值范围为0100,色彩三原色红绿蓝rgb加光模式越叠加色彩越亮色值范围0255印刷色彩三原色黄品红青cmy减色模式越叠加色彩越黑色值范围0100,1.0,"Ba màu cơ bản của màu sáng là đỏ, xanh lá cây và xanh lam. RGB là chế độ phụ gia. Màu càng chồng lên nhau thì phạm vi giá trị màu càng sáng là 0255. Ba màu cơ bản của màu in là màu vàng, màu đỏ tươi và màu lục lam là chế độ màu trừ. Màu càng được chồng lên thì màu càng đậm."
C_682754,光色彩叠加起来会形成白色而印刷色彩堆积起来会形成黑色,色彩叠加起来形成白色印刷色彩堆积起来形成黑色,1.0,"Các màu sáng xếp chồng lên nhau để tạo thành màu trắng, trong khi các màu được in xếp chồng lên nhau để tạo thành màu đen."
C_682754,健康积极感,健康积极感,1.0,sức khỏe tích cực
