course_id,text,filtered_text,count,text_vi
C_769273,有点难,有点难,1.0,hơi khó khăn
C_769273,打卡,打卡,89.0,Đăng ký vào
C_769273,马克思是一个热爱哲学也是一位伟大的思想家,马克思热爱哲学一位伟大思想家,1.0,Marx là người yêu triết học và là nhà tư tưởng vĩ đại
C_769273,马克思的一生为人类解放的崇高理想而奋斗一生伟人,马克思一生人类解放崇高理想奋斗一生伟人,1.0,Marx đã dành cả cuộc đời đấu tranh cho lý tưởng cao cả là giải phóng con người.
C_769273,恩格斯是马克斯的厚盾,恩格斯马克斯厚盾,1.0,Engels là lá chắn dày của Marx
C_769273,恩格斯是马克思的坚强厚盾,恩格斯马克思坚强厚盾,1.0,Engels là lá chắn vững chắc của Marx
C_769273,马克思的一生是胸怀崇高理想为人类解放不懈奋斗是不畏艰难险阻为追求真理而勇攀思想高峰是为推翻旧世界建立新世界而不息战斗的一生马克思也是近代以来最伟大的思想家,马克思一生胸怀崇高理想人类解放不懈奋斗不畏艰难险阻追求真理勇攀思想高峰推翻旧世界建立新世界不息战斗一生马克思近代伟大思想家,3.0,"Cuộc đời Mác là một cuộc đời đấu tranh không ngừng nghỉ để giải phóng nhân loại với lý tưởng cao đẹp, không ngại gian khổ, trắc trở, dũng cảm leo lên những đỉnh cao tư tưởng để theo đuổi chân lý. thế giới cũ và xây dựng thế giới mới Mác còn là nhà tư tưởng vĩ đại nhất thời hiện đại."
C_769273,马克思主义很伟大马克思主义给我带来了深远的意义让我受益匪浅,马克思主义伟大马克思主义带来深远意义受益匪浅,1.0,Chủ nghĩa Mác thật vĩ đại. Chủ nghĩa Mác đã mang lại ý nghĩa sâu rộng cho tôi và tôi đã được hưởng lợi rất nhiều.
C_769273,马克思的一生是胸怀崇高理想为人类解放不懈奋斗的一生,马克思一生胸怀崇高理想人类解放不懈奋斗一生,5.0,Cuộc đời Mác là một cuộc đời đấu tranh không ngừng nghỉ vì sự giải phóng con người với những lý tưởng cao đẹp.
C_769273,马克思是一个有广博的学问深邃的思想更在于他以远见目光给了这世界一线光明他以激扬人类正义的满腔热忱给了这世界一份温暖,马克思广博学问深邃思想远见目光世界一线光明激扬人类正义满腔热忱世界一份温暖,1.0,"Marx là một người có kiến ​​thức uyên thâm và tư tưởng sâu sắc. Hơn nữa, ông đã mang lại cho thế giới một tia sáng bằng tầm nhìn xa của mình. Ông đã mang đến cho thế giới sự ấm áp bằng lòng nhiệt huyết thúc đẩy công lý của con người."
